"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","81/4365","127/11146",0.637795275590551,1.62860621803718,5.71603303192974,1.50951983268861e-08,1.27827424129802e-07,7.51379132844444e-08,"83666/8884/81034/55312/5826/80704/326625/1727/60386/284439/254552/56922/53354/952/6515/25902/4594/6470/9054/4907/64802/1528/79877/64087/5091/55788/84875/4522/55739/5740/6513/4552/10243/4837/5095/31/4548/4363/4337/5096/4524/349565/10135/27231/10588/55328/6472/83594/133686/2194/8566/80025/80347/10840/160428/27249/32/10560/27304/3141/5167/166785/143/55191/55229/683/80308/54981/2356/60496/9446/79717/128240/23475/93100/26119/686/60490/79178/55163/4338",81
"R-HSA-5621481","C-type lectin receptors (CLRs)","89/4365","143/11146",0.622377622377622,1.58923733769095,5.68968219681468,1.70800610630202e-08,1.43870143980573e-07,8.45679436648565e-08,"23291/23118/841/30835/2207/5699/7321/5720/7189/5689/5690/9491/5687/5691/6233/5696/6850/9861/5567/9252/5709/5682/5685/5692/5707/8517/5718/5688/5705/5694/5717/4775/5684/5693/5683/5686/5708/5894/10213/5695/5713/5719/5704/3845/5710/4772/5170/4791/3551/5700/5701/5698/5714/5058/10768/5716/5970/1147/7335/5711/5702/5706/997/6714/10197/5715/9040/4790/5532/5530/805/5534/4067/6885/3384/8454/10454/5721/6500/4792/5566/7334/5062/9039/23198/29108/5336/3265/2534",89
"R-HSA-159230","Transport of the SLBP Dependant Mature mRNA","30/4365","35/11146",0.857142857142857,2.1887088856161,5.65090811580769,1.75178918207577e-08,1.46781493571822e-07,8.62792566684408e-08,"10482/55706/9972/22916/23225/10189/79902/23511/81929/4928/4686/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/8480/1977/6396/348995",30
"R-HSA-9824272","Somitogenesis","42/4365","55/11146",0.763636363636364,1.94994064354889,5.66601539055441,2.06173587362799e-08,1.71847304231192e-07,1.01013127123466e-07,"5699/5720/5689/5690/9491/5687/5691/5696/9861/5709/5682/5685/5692/5707/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/1499/5698/5714/5716/5711/5702/5706/10197/5715/5721",42
"R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","26/4365","29/11146",0.896551724137931,2.28933917920765,5.57773226698493,2.20908390604198e-08,1.8316987387598e-07,1.07668618008296e-07,"8678/30849/3107/5289/567/6891/821/10134/10427/3105/3106/3309/10484/3133/22872/6892/811/2923/6890/51752/64167/6396/51128/9632/3134/9871",26
"R-HSA-168276","NS1 Mediated Effects on Host Pathways","33/4365","40/11146",0.825,2.1066323024055,5.625223629164,2.2932552598525e-08,1.89163853558818e-07,1.11191923971032e-07,"55706/9972/23225/79902/23511/81929/4928/55746/129401/7175/23279/57122/23636/9631/8106/53371/23165/5903/9688/8021/4927/8086/79023/3837/3841/3840/8480/5610/3836/3839/6396/348995/9636",33
"R-HSA-72165","mRNA Splicing - Minor Pathway","39/4365","50/11146",0.78,1.99172508591065,5.63869190108647,2.35586281271616e-08,1.93326474115676e-07,1.13638743380611e-07,"24148/5439/83443/9410/22916/79622/23451/5430/51639/4904/6431/9416/6432/6426/4686/23020/10262/6633/23450/5431/5432/10992/6636/6634/5434/6427/6632/2963/5436/2962/6635/6628/11325/9343/10594/5433/5441/5438/5437",39
"R-HSA-445355","Smooth Muscle Contraction","36/4365","45/11146",0.8,2.04279495990836,5.62353519139908,2.47300355710813e-08,2.01898546816212e-07,1.18677471647456e-07,"7170/140465/7169/301/4636/7168/4629/859/10580/8291/72/25802/10174/10398/217/4638/302/5058/493829/5829/2982/2983/805/2977/7171/800/7094/3693/103910/7414/5062/4637/3672/29895/8654/309",36
"R-HSA-4420097","VEGFA-VEGFR2 Pathway","66/4365","99/11146",0.666666666666667,1.70232913325697,5.63146503858148,2.53067363889816e-08,2.04934718410148e-07,1.20462155955185e-07,"79109/253260/5291/64223/2475/10000/5567/387/8440/3320/10787/63916/3845/5170/1495/6093/1499/5290/5058/10768/26999/1500/117145/23191/4688/5921/5829/6714/4689/3728/9564/1398/5747/207/6300/5578/5295/1003/9475/1536/857/10006/805/3690/4846/9844/10163/4690/5566/5335/71/5879/998/3685/9261/5062/1535/3315/7867/208/1432/3265/10810/1793/55845/2534",66
"R-HSA-168898","Toll-like Receptor Cascades","103/4365","172/11146",0.598837209302326,1.52912704121047,5.6108284524372,2.53593841248739e-08,2.04934718410148e-07,1.20462155955185e-07,"4208/5598/10010/23291/23118/841/4205/121260/51295/948/30849/671/5609/79671/4615/6285/5289/7321/7189/7186/338/1687/10133/3661/6233/329/29110/1508/9252/4793/8517/5528/8411/5515/4791/3551/5518/1845/64145/5519/5516/9684/3146/7323/79792/9683/8737/5970/1147/3929/5608/5641/7335/1759/1785/2244/26052/6195/2243/2266/4790/7184/6416/51135/5601/5606/121457/6271/5781/5599/353376/6885/8454/1514/10454/6500/6279/929/4792/5602/10695/351/7334/28512/9261/8772/9097/81622/5594/7867/5595/3654/3684/3689/1432/23098/5336/6196/6280/5604/6197/6288/1520",103
"R-HSA-69541","Stabilization of p53","43/4365","57/11146",0.754385964912281,1.92631980868552,5.62519362058661,2.63248062898549e-08,2.11662078855803e-07,1.24416548600111e-07,"5699/5720/5689/5690/9491/5687/5691/6233/5696/9861/5709/5682/5685/5692/5707/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/5698/5714/5716/5711/5702/5706/10197/5715/5721/23198",43
"R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","31/4365","37/11146",0.837837837837838,2.13941364044457,5.5696779123244,3.04034307595425e-08,2.4322744607634e-07,1.42970906877722e-07,"26027/6296/27349/3030/3032/1666/80221/23597/34/4594/80724/35/10449/4706/37/84693/5095/5096/1892/3033/51102/55856/117145/84320/11332/166785/1622/10965/1632/641371/58488",31
"R-HSA-8868773","rRNA processing in the nucleus and cytosol","114/4365","195/11146",0.584615384615385,1.4928117014715,5.57001950190802,3.07488701355737e-08,2.44761006279166e-07,1.43872345002763e-07,"51202/117246/11103/55226/55651/51096/54433/57647/23481/55720/23517/6235/51602/23246/9188/2091/22803/6210/6168/23404/6123/4736/4691/6205/6159/1736/22894/4809/6142/6218/6203/54512/6139/6231/6138/23016/55759/6207/6130/6166/6188/6129/6194/6136/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/6201/6202/6152/23521/51065/6208/6156/1453/6161/6228/6125/9045/6232/118460/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/5393/6135/6229/6160/6155/6124/6146/9349/6175/6132/11340/55623/6128/6176/6144/51504/25873/6134/3921/6154/6206/6157/6227/55127/2197/705/10528/6169/6165/11224/4839/6192/5394/56915/9136",114
"R-HSA-437239","Recycling pathway of L1","37/4365","47/11146",0.787234042553192,2.01019716799493,5.56798989180316,3.48896202830855e-08,2.7633967905807e-07,1.62434524386819e-07,"8650/161/9252/1173/1175/163/160/81027/7280/1213/347733/7277/10381/1759/10383/1785/51807/8986/6714/84617/1211/26052/6195/5962/10382/7430/57698/84790/71/5594/4478/1808/6196/6197/347688/79861/112714",37
"R-HSA-168271","Transport of Ribonucleoproteins into the Host Nucleus","27/4365","31/11146",0.870967741935484,2.22401064183572,5.47515723006827,4.62536027620199e-08,3.62737613778993e-07,2.13219874801326e-07,"55706/9972/23225/79902/23511/81929/4928/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/3837/8480/3836/6396/348995",27
"R-HSA-168333","NEP/NS2 Interacts with the Cellular Export Machinery","27/4365","31/11146",0.870967741935484,2.22401064183572,5.47515723006827,4.62536027620199e-08,3.62737613778993e-07,2.13219874801326e-07,"55706/9972/23225/79902/23511/81929/4928/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/8480/6396/7514/348995/5901",27
"R-HSA-70268","Pyruvate metabolism","38/4365","49/11146",0.775510204081633,1.98026042031933,5.51724160917795,4.73724794757387e-08,3.69691114340078e-07,2.17307194292733e-07,"5165/10873/25874/7416/1738/5166/10048/51660/64795/192111/5163/3948/3945/55066/54704/1737/25852/5091/8050/10296/5164/5160/6233/5162/54994/81889/80232/3029/5315/5313/4200/2739/3939/2875/160287/92483/2954/4199",38
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","32/4365","39/11146",0.82051282051282,2.09517431785473,5.49670534282825,4.87095706764665e-08,3.78271397643584e-07,2.22350748813241e-07,"5657/2155/462/2162/2147/5196/3827/708/7056/710/3818/2812/2153/7450/2161/2244/3053/2243/10544/2266/2165/2158/2160/5624/2159/5104/5627/2815/5197/2811/2/5547",32
"R-HSA-159231","Transport of Mature mRNA Derived from an Intronless Transcript","33/4365","41/11146",0.804878048780488,2.05525102673707,5.43092391493859,7.32170021445898e-08,5.65832366088286e-07,3.32600484959327e-07,"10482/55706/9972/22916/23225/10189/79902/23511/81929/4928/4686/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/53981/8480/1977/6396/348995/51692/81608",33
"R-HSA-191859","snRNP Assembly","40/4365","53/11146",0.754716981132076,1.92716505651732,5.42819913997464,7.95322544869175e-08,6.08727640111407e-07,3.57814646957842e-07,"55706/9972/22916/23225/79902/23511/81929/4928/4686/55746/129401/7175/23279/6633/57122/23636/9631/11218/6636/6634/53371/23165/5903/9688/25929/6632/8021/4927/8086/6635/6628/10073/79023/79084/10419/8480/51808/1207/6396/348995",40
"R-HSA-194441","Metabolism of non-coding RNA","40/4365","53/11146",0.754716981132076,1.92716505651732,5.42819913997464,7.95322544869175e-08,6.08727640111407e-07,3.57814646957842e-07,"55706/9972/22916/23225/79902/23511/81929/4928/4686/55746/129401/7175/23279/6633/57122/23636/9631/11218/6636/6634/53371/23165/5903/9688/25929/6632/8021/4927/8086/6635/6628/10073/79023/79084/10419/8480/51808/1207/6396/348995",40
"R-HSA-168274","Export of Viral Ribonucleoproteins from Nucleus","28/4365","33/11146",0.848484848484849,2.16660071505432,5.38454287336067,8.4738932441425e-08,6.45475504529897e-07,3.79415315741258e-07,"55706/9972/23225/79902/23511/81929/4928/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/8480/6396/7514/348995/5901/3303",28
"R-HSA-70895","Branched-chain amino acid catabolism","20/4365","21/11146",0.952380952380952,2.43189876179567,5.26935234344263,9.2471244449427e-08,7.01020100778513e-07,4.1206484368692e-07,"586/9673/1629/10295/1738/4329/36/594/56922/38/593/3712/64087/3028/27034/1892/549/587/11112/26275",20
"R-HSA-109606","Intrinsic Pathway for Apoptosis","41/4365","55/11146",0.745454545454545,1.90351348536916,5.38909599082926,9.91495993197853e-08,7.44557368476878e-07,4.37656374355954e-07,"55075/5414/841/578/572/54205/708/140735/596/1687/6774/10000/8655/4836/56616/57099/331/842/317/7531/79792/7533/7532/2810/581/598/5533/7529/7534/207/10971/22900/5534/5599/637/5594/5595/208/840/51074/836",41
"R-HSA-429914","Deadenylation-dependent mRNA decay","41/4365","55/11146",0.745454545454545,1.90351348536916,5.38909599082926,9.91495993197853e-08,7.44557368476878e-07,4.37656374355954e-07,"196513/29883/25904/9125/219988/23404/1975/22894/1656/27257/9775/80153/10767/54512/23016/1981/23019/23644/55802/4850/118460/5393/25804/54464/11340/10605/23318/11157/57819/4849/1974/1977/27258/26986/1973/85456/115024/51690/28960/4848/56915",41
"R-HSA-354192","Integrin signaling","24/4365","27/11146",0.888888888888889,2.26977217767596,5.29980770369065,1.16711053539591e-07,8.72319235845209e-07,5.12755752887061e-07,"5770/54518/6850/6654/2335/5170/7450/10235/6714/2244/2885/3674/2243/2266/9564/1398/5747/207/5906/3690/1445/6464/7094/5908",24
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","107/4365","185/11146",0.578378378378378,1.47688554533915,5.24759394767216,1.73693634679089e-07,1.29215077761266e-06,7.5953586438618e-07,"51202/117246/11103/51096/57647/23481/55720/23517/6235/51602/23246/9188/2091/22803/6210/6168/23404/6123/4736/4691/6205/6159/22894/4809/6142/6218/6203/54512/6139/6231/6138/23016/55759/6207/6130/6166/6188/6129/6194/6136/6224/6158/6191/6204/6122/6233/6147/6234/6141/6209/6187/6201/6202/6152/23521/51065/6208/6156/1453/6161/6228/6125/9045/6232/118460/6230/6222/6181/6223/6164/6143/6137/6189/6193/6217/5393/6135/6229/6160/6155/6124/6146/9349/6175/6132/11340/6128/6176/6144/25873/6134/3921/6154/6206/6157/6227/55127/2197/705/10528/6169/6165/11224/6192/5394/56915/9136",107
"R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","27/4365","32/11146",0.84375,2.15451030927835,5.24714295594077,1.84982199445782e-07,1.36972865822179e-06,8.05136721210773e-07,"5202/5201/81027/10693/7411/7280/347733/10471/5204/7277/10381/10574/10383/51807/908/84617/10575/6950/22948/7203/10576/10382/10694/84790/5203/79861/112714",27
"R-HSA-5687128","MAPK6/MAPK4 signaling","59/4365","89/11146",0.662921348314607,1.69276548644092,5.26438787006781,1.87413434501871e-07,1.38130642466194e-06,8.11942218675261e-07,"2309/5699/5720/5689/5690/9491/5687/2308/5691/6233/5696/8550/9861/5567/5709/5682/5685/5692/5707/27161/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/3337/5698/5714/5058/5716/5711/26523/5702/5706/10197/5715/8997/7514/5721/5566/5879/998/5062/23198/3315/989",59
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","45/4365","63/11146",0.714285714285714,1.82392407134675,5.26155467290871,1.97814066662053e-07,1.45124421256216e-06,8.53052172023114e-07,"5699/7321/5720/5689/5690/9491/5687/5691/6233/5696/9861/5709/5682/5685/5692/5707/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/5698/8881/5714/5716/5711/5702/5706/10197/5715/5721/8697",45
"R-HSA-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","33/4365","42/11146",0.785714285714286,2.00631647848143,5.24209384161478,2.12930240903861e-07,1.55497680513278e-06,9.14026963609523e-07,"10482/55706/9972/22916/23225/10189/79902/23511/81929/4928/4686/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/79023/53981/8480/1977/6396/348995/51692/81608",33
"R-HSA-3299685","Detoxification of Reactive Oxygen Species","30/4365","37/11146",0.810810810810811,2.07040029720442,5.23232712078013,2.16218338150524e-07,1.57177896956911e-06,9.23903401181524e-07,"538/2876/2936/847/54205/6647/2878/25824/5052/7295/7001/25828/10587/6649/9588/475/4688/4689/30001/1536/6648/2950/2882/5034/318/1535/10935/9973/7296/493869",30
"R-HSA-111471","Apoptotic factor-mediated response","19/4365","20/11146",0.95,2.42581901489118,5.12029709160962,2.25793957300215e-07,1.63392718191792e-06,9.60434583922923e-07,"55075/5414/578/54205/708/1687/56616/57099/331/842/317/79792/581/22900/5594/5595/840/51074/836",19
"R-HSA-6811440","Retrograde transport at the Trans-Golgi-Network","37/4365","49/11146",0.755102040816326,1.92814830399514,5.22393675817468,2.40725215916284e-07,1.73409295809377e-06,1.01931277422994e-06,"63908/9648/60560/55275/738/7110/9341/90196/84316/122830/9367/22796/4905/6293/51209/84342/57511/83548/3482/25839/60592/9382/5870/10226/2803/91949/10466/8775/8774/10618/4074/400/2800/143187/79571/8675/8677",37
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","88/4365","147/11146",0.598639455782313,1.52862207884299,5.17621912262278,2.65451644471212e-07,1.90359918017194e-06,1.11894979580326e-06,"4208/5598/10010/23291/23118/841/4205/51295/948/671/5609/79671/4615/6285/7321/7189/7186/10133/3661/6233/329/29110/9252/4793/8517/5528/5515/4791/3551/5518/1845/5519/5516/9684/3146/7323/9683/8737/5970/1147/3929/5608/7335/1759/1785/2244/26052/6195/2243/2266/4790/6416/51135/5601/5606/121457/6271/5781/5599/353376/6885/8454/10454/6500/6279/929/4792/5602/351/7334/28512/9261/8772/9097/5594/7867/5595/3654/3684/3689/1432/23098/5336/6196/6280/5604/6197/6288",88
"R-HSA-166166","MyD88-independent TLR4 cascade","70/4365","111/11146",0.630630630630631,1.61031134227011,5.18456173293727,2.71431925615943e-07,1.91285568791897e-06,1.12439084009519e-06,"4208/5598/10010/23291/23118/841/4205/5609/79671/6285/7321/7189/7186/10133/3661/6233/329/29110/9252/4793/8517/5528/5515/4791/3551/5518/1845/5519/5516/9684/3146/7323/9683/8737/5970/1147/5608/7335/6195/4790/6416/5601/5606/121457/5781/5599/353376/6885/8454/10454/6500/929/4792/5602/351/7334/28512/9261/8772/9097/5594/7867/5595/3654/1432/23098/6196/5604/6197/6288",70
"R-HSA-937061","TRIF (TICAM1)-mediated TLR4 signaling","70/4365","111/11146",0.630630630630631,1.61031134227011,5.18456173293727,2.71431925615943e-07,1.91285568791897e-06,1.12439084009519e-06,"4208/5598/10010/23291/23118/841/4205/5609/79671/6285/7321/7189/7186/10133/3661/6233/329/29110/9252/4793/8517/5528/5515/4791/3551/5518/1845/5519/5516/9684/3146/7323/9683/8737/5970/1147/5608/7335/6195/4790/6416/5601/5606/121457/5781/5599/353376/6885/8454/10454/6500/929/4792/5602/351/7334/28512/9261/8772/9097/5594/7867/5595/3654/1432/23098/6196/5604/6197/6288",70
"R-HSA-8949215","Mitochondrial calcium ion transport","21/4365","23/11146",0.91304347826087,2.33145076946063,5.12818106313321,2.72750151480909e-07,1.91285568791897e-06,1.12439084009519e-06,"221154/8165/10367/91689/7416/7419/10730/90550/7417/286097/3954/55486/6687/79568/30968/9512/5245/11331/10939/6547/23203",21
"R-HSA-9013418","RHOBTB2 GTPase cycle","21/4365","23/11146",0.91304347826087,2.33145076946063,5.12818106313321,2.72750151480909e-07,1.91285568791897e-06,1.12439084009519e-06,"10250/3183/6434/124540/27316/8452/1627/3320/3326/11140/10574/5756/908/87/10576/11329/7919/9352/71/29766/4646",21
"R-HSA-9013422","RHOBTB1 GTPase cycle","21/4365","23/11146",0.91304347826087,2.33145076946063,5.12818106313321,2.72750151480909e-07,1.91285568791897e-06,1.12439084009519e-06,"5930/10250/3183/6434/79869/27316/8452/1627/2873/6093/9318/10574/51138/7431/10576/9475/11329/9352/4646/8654/56254",21
"R-HSA-373760","L1CAM interactions","74/4365","119/11146",0.621848739495798,1.58788683858423,5.17277774873289,2.83913038001575e-07,1.98241033551977e-06,1.16527558071745e-06,"6336/10048/8650/288/1739/1457/1460/161/287/9252/6329/1173/1175/163/160/81027/1459/7280/2260/1213/347733/7277/5058/10381/286/6324/3915/1759/10383/1785/51807/8986/6714/84617/3674/6708/1211/26052/6195/3688/6710/6709/5962/10382/6711/7430/3690/3912/11313/3678/57698/4684/6386/1742/3312/8829/5605/84790/71/5879/3685/1956/3672/5594/5595/4478/6332/1808/6196/5604/6197/347688/79861/112714",74
"R-HSA-2132295","MHC class II antigen presentation","76/4365","123/11146",0.617886178861789,1.57776846496987,5.16941947100787,2.86665760053599e-07,1.99289034936825e-06,1.17143581102114e-06,"8722/3796/3119/1509/7879/8905/84516/10120/140735/1781/8907/821/51164/161/1174/1639/1783/10427/1508/10671/1173/1175/10121/163/8655/3115/162/160/10484/64837/81027/89953/51143/7280/10540/1213/347733/164/1778/22872/7277/11258/83547/10381/5641/3799/1759/830/3123/10383/1785/51807/55860/84617/1211/26052/832/10382/5476/6396/3831/972/1075/1514/84790/51128/9632/3122/114876/829/3113/9871/347688/79861/112714/1520",76
"R-HSA-4085377","SUMOylation of SUMOylation proteins","28/4365","34/11146",0.823529411764706,2.10287716461155,5.16720599042568,2.99955715259472e-07,2.07621521170904e-06,1.22041478657058e-06,"55706/9972/23225/79902/23511/81929/4928/55746/129401/7175/23279/57122/23636/9631/53371/23165/5903/9688/8021/4927/8086/7329/79023/8480/6396/348995/7341/6613",28
"R-HSA-3858494","Beta-catenin independent WNT signaling","87/4365","146/11146",0.595890410958904,1.52160241020571,5.08984975824008,4.11847716793356e-07,2.83836175383127e-06,1.66841020838138e-06,"1856/5699/8322/5720/5689/5690/161/1857/9491/2788/5687/5691/6233/5696/9861/1173/5709/387/5682/1175/5685/5692/163/5707/27161/5718/5688/5705/1855/5694/23513/5717/5684/5693/5683/5686/5708/10213/160/5695/5713/5719/5704/3845/5710/4772/23236/1212/5700/5701/1499/1213/5698/5714/5716/815/5711/26523/5702/5706/10197/5715/1211/5532/2787/5578/5880/2783/5530/805/5534/6885/5721/57154/409/5216/2791/5879/54331/2775/5331/23198/2782/59345/55970/5592/8324",87
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","67/4365","106/11146",0.632075471698113,1.61400073483326,5.09591969040769,4.30239888293784e-07,2.93966481615324e-06,1.72795690396735e-06,"4208/5598/10010/23291/23118/841/4205/5609/79671/6285/7321/7189/7186/10133/3661/6233/329/29110/9252/4793/8517/5528/5515/4791/3551/5518/1845/5519/5516/9684/3146/7323/9683/8737/5970/1147/5608/7335/6195/4790/6416/5601/5606/121457/5599/6885/8454/10454/6500/4792/5602/351/7334/28512/9261/8772/9097/5594/7867/5595/3654/1432/23098/6196/5604/6197/6288",67
"R-HSA-8856825","Cargo recognition for clathrin-mediated endocytosis","67/4365","106/11146",0.632075471698113,1.61400073483326,5.09591969040769,4.30239888293784e-07,2.93966481615324e-06,1.72795690396735e-06,"23149/25977/1856/7037/154/115548/9341/8218/8322/85439/29979/50618/22848/338/161/22905/6233/8533/10980/1173/3267/1175/163/6453/27348/1861/29978/64708/950/85021/30011/10920/3482/160/867/1212/2873/2060/50813/1213/6845/29924/7018/9318/10254/51138/10618/10987/4074/2885/8027/1211/58513/8301/9146/6455/4738/156/8673/409/6844/408/1601/1956/26119/11037/55707",67
"R-HSA-194138","Signaling by VEGF","68/4365","108/11146",0.62962962962963,1.60775529252047,5.09191002073756,4.37243199015201e-07,2.97474860184701e-06,1.74857941486511e-06,"79109/253260/5291/64223/2475/10000/5567/387/8440/3320/10787/63916/3845/5170/1495/6093/1499/5290/5058/10768/26999/1500/14/117145/23191/4688/5921/5829/6714/4689/3728/9564/1398/5747/207/6300/5578/5295/1003/9475/1536/857/10006/805/3690/4846/9844/10163/8829/4690/5566/5335/71/5879/998/3685/9261/5062/1535/3315/7867/208/1432/3265/10810/1793/55845/2534",68
"R-HSA-5663213","RHO GTPases Activate WASPs and WAVEs","29/4365","36/11146",0.805555555555556,2.05698103601884,5.09620282864722,4.5159099123716e-07,3.0592887576577e-06,1.79827274898022e-06,"25/8976/644150/10787/51517/26999/10094/23191/2885/10552/5747/10097/10093/10096/10092/10006/10109/7456/10163/10095/4690/71/5879/998/5594/5595/10810/7454/55845",29
"R-HSA-9007101","Rab regulation of trafficking","76/4365","124/11146",0.612903225806452,1.56504452573625,5.07631541774826,4.58333067276945e-07,3.09180611485126e-06,1.81738669406425e-06,"8567/7109/5866/7249/7879/79890/5869/7248/122553/10890/80006/25782/9909/22878/128637/10133/9367/6305/22931/382/10000/5868/9610/201475/51399/79735/51112/51209/23062/23637/26130/5873/60684/57679/1121/83696/64786/23011/81846/22930/51693/5870/126003/81876/11345/5861/6399/7531/58485/163486/11337/9135/23163/26088/55667/207/11021/9230/5864/51622/27342/2664/2665/26000/5878/57465/51762/27095/54662/51552/5872/208/83452/22898/5874/4218",76
"R-HSA-69563","p53-Dependent G1 DNA Damage Response","46/4365","66/11146",0.696969696969697,1.77970773022319,5.09705377796425,4.64019650961275e-07,3.10386253920315e-06,1.82447355021926e-06,"57060/5699/5720/5689/5690/9491/5687/5691/6233/5696/9861/1027/5709/5682/5685/5692/5707/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/5698/5714/5716/1017/5711/5702/5706/10197/5715/5721/23198",46
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","46/4365","66/11146",0.696969696969697,1.77970773022319,5.09705377796425,4.64019650961275e-07,3.10386253920315e-06,1.82447355021926e-06,"57060/5699/5720/5689/5690/9491/5687/5691/6233/5696/9861/1027/5709/5682/5685/5692/5707/5718/5688/5705/5694/5717/5684/5693/5683/5686/5708/10213/5695/5713/5719/5704/5710/5700/5701/5698/5714/5716/1017/5711/5702/5706/10197/5715/5721/23198",46
"R-HSA-2467813","Separation of Sister Chromatids","108/4365","190/11146",0.568421052631579,1.45145957677699,5.03564315831095,5.05905021455938e-07,3.36987779982365e-06,1.9808393044454e-06,"25909/10274/3796/79902/81929/4928/55746/23279/57122/5699/5527/5903/7321/9184/5720/140735/1781/5689/5690/23122/5905/9491/5687/5691/6233/5696/1783/9861/5525/5709/5682/55920/5685/5692/5707/8655/5718/79023/5688/5528/5705/5694/5717/5684/5693/5683/5686/5708/10213/6232/5695/5713/5719/5501/5704/5515/81027/5710/5529/51143/7280/5518/5700/5701/5519/347733/5516/1778/6249/23332/5698/8881/5714/7277/10381/5716/10726/5711/10383/51807/5702/8379/5706/5526/10197/84617/9183/5715/22919/57551/10382/8243/6396/5048/7514/348995/5721/84790/9793/23198/11243/83540/8697/55869/347688/79861/112714/54820",108
"R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","24/4365","28/11146",0.857142857142857,2.1887088856161,5.05273449594287,5.11702096515812e-07,3.39429057355489e-06,1.9951893149235e-06,"5202/5201/81027/10693/7411/7280/347733/10471/5204/7277/10381/10574/10383/908/84617/10575/6950/22948/7203/10576/10382/10694/84790/5203",24
"R-HSA-397014","Muscle contraction","115/4365","205/11146",0.560975609756098,1.4324476853016,5.01380323962455,5.53267869986896e-07,3.6546165383052e-06,2.14821085860442e-06,"6336/4621/2258/4607/7138/845/7170/4882/140465/7135/4624/10345/7134/844/488/1760/58/782/7169/301/88/10142/4636/5350/818/7140/4633/816/4606/7168/6786/4629/3767/859/444/29765/8557/10580/6261/8291/4634/4703/72/10060/7136/6329/25802/817/482/1674/5348/10174/481/1193/59285/89/10398/476/7111/4604/477/217/4626/6262/4638/302/487/1756/5058/7125/10768/815/7273/480/6324/493829/7431/5829/6547/483/2982/491/6263/3759/489/2983/805/2977/7171/800/4842/7094/84876/3693/103910/6717/493/5566/7414/29766/490/5062/4637/3672/4632/29895/4635/4311/6332/29098/8654/492/309/478/29767",115
"R-HSA-195258","RHO GTPase Effectors","171/4365","326/11146",0.524539877300613,1.3394092720258,4.99004153066214,5.55538443636845e-07,3.6546165383052e-06,2.14821085860442e-06,"25909/10811/3796/6722/25/1856/79902/81929/30849/94274/4928/23028/55746/23279/57122/5586/4660/3021/5527/128312/5903/5289/9184/4629/140735/1781/391/8976/644150/23122/79784/5905/1857/85236/1783/5525/1027/387/55920/8655/79023/5528/1855/3895/1072/6232/5501/64837/10398/10787/91010/8338/5300/5515/81027/5529/89953/51143/5170/1495/7280/30851/5518/6093/2316/4638/1499/5519/347733/5516/4627/1778/6249/23332/51517/7531/7277/5058/10381/26999/5217/10094/121504/8826/7533/3799/7532/10726/2810/57120/10383/1730/51807/23191/4688/752/8379/6714/5526/2885/84617/9183/10552/22919/2017/7529/7534/4689/3688/10788/4628/57551/5747/10097/23433/10093/5578/10382/5880/5585/10096/9475/10092/1536/10971/5500/94239/6396/3831/10006/805/10109/5048/7514/7456/1729/348995/4659/1742/23380/10163/10095/84790/6279/5216/9793/4690/103910/71/5879/998/388/5062/4637/389/1535/5594/5595/1432/11243/10810/3984/6280/7454/83540/347688/79861/55845/112714/54820/6242",171
